Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .007122  	-.006405  	
0000000.4	 .007155  	-.006397  	
0000000.6	 .007150  	-.006382  	
0000000.8	 .007195  	-.006433  	
0000001.0	 .007150  	-.006506  	
0000001.2	 .007069  	-.006564  	
0000001.4	 .007031  	-.006588  	
0000001.6	 .007033  	-.006635  	
0000001.8	 .006980  	-.006643  	
0000002.0	 .006987  	-.006666  	
0000002.2	 .006914  	-.006712  	
0000002.4	 .006825  	-.006709  	
0000002.6	 .006816  	-.006610  	
0000002.8	 .006902  	-.006550  	
0000003.0	 .006888  	-.006506  	
0000003.2	 .006863  	-.006495  	
0000003.4	 .006769  	-.006519  	
0000003.6	 .006649  	-.006548  	
0000003.8	 .006609  	-.006502  	
0000004.0	 .006659  	-.006474  	
0000004.2	 .006654  	-.006436  	
0000004.4	 .006694  	-.006443  	
0000004.6	 .006649  	-.006428  	
0000004.8	 .006589  	-.006411  	
0000005.0	 .006551  	-.006378  	
0000005.2	 .006556  	-.006378  	
0000005.4	 .006537  	-.006406  	
0000005.6	 .006520  	-.006464  	
0000005.8	 .006435  	-.006486  	
0000006.0	 .006394  	-.006459  	
0000006.2	 .006403  	-.006452  	
0000006.4	 .006415  	-.006456  	
0000006.6	 .006444  	-.006428  	
0000006.8	 .006444  	-.006475  	
0000007.0	 .006361  	-.006486  	
0000007.2	 .006303  	-.006481  	
0000007.4	 .006316  	-.006478  	
0000007.6	 .006328  	-.006495  	
0000007.8	 .006356  	-.006455  	
0000008.0	 .006347  	-.006490  	
0000008.2	 .006270  	-.006502  	
0000008.4	 .006227  	-.006475  	
0000008.6	 .006261  	-.006445  	
0000008.8	 .006275  	-.006462  	
0000009.0	 .006289  	-.006475  	
0000009.2	 .006287  	-.006557  	
0000009.4	 .006192  	-.006585  	
0000009.6	 .006122  	-.006554  	
0000009.8	 .006151  	-.006521  	
0000010.0	 .006163  	-.006521  	
0000010.2	 .006186  	-.006521  	
0000010.4	 .006189  	-.006562  	
0000010.6	 .006135  	-.006580  	
0000010.8	 .006096  	-.006559  	
0000011.0	 .006156  	-.006533  	
0000011.2	 .006144  	-.006506  	
0000011.4	 .006156  	-.006549  	
0000011.6	 .006098  	-.006611  	
0000011.8	 .006032  	-.006630  	
0000012.0	 .005989  	-.006619  	
0000012.2	 .006043  	-.006588  	
0000012.4	 .006067  	-.006561  	
0000012.6	 .006082  	-.006590  	
0000012.8	 .006020  	-.006623  	
0000013.0	 .005934  	-.006645  	
0000013.2	 .005784  	-.006654  	
0000013.4	 .005798  	-.006649  	
0000013.6	 .005738  	-.006671  	
0000013.8	 .005729  	-.006736  	
0000014.0	 .005689  	-.006793  	
0000014.2	 .005684  	-.006784  	
0000014.4	 .005690  	-.006764  	
0000014.6	 .005752  	-.006736  	
0000014.8	 .005757  	-.006719  	
0000015.0	 .005798  	-.006738  	
0000015.2	 .005746  	-.006754  	
0000015.4	 .005648  	-.006748  	
0000015.6	 .005615  	-.006750  	
0000015.8	 .005622  	-.006760  	
0000016.0	 .005597  	-.006717  	
0000016.2	 .005631  	-.006683  	
0000016.4	 .005564  	-.006692  	
0000016.6	 .005510  	-.006616  	
0000016.8	 .005519  	-.006547  	
0000017.0	 .005569  	-.006550  	
0000017.2	 .005557  	-.006526  	
0000017.4	 .005560  	-.006568  	
0000017.6	 .005453  	-.006595  	
0000017.8	 .005374  	-.006585  	
0000018.0	 .005381  	-.006548  	
0000018.2	 .005443  	-.006512  	
0000018.4	 .005464  	-.006447  	
0000018.6	 .005503  	-.006397  	
0000018.8	 .005465  	-.006363  	
0000019.0	 .005376  	-.006340  	
0000019.2	 .005340  	-.006304  	
0000019.4	 .005255  	-.006320  	
0000019.6	 .005205  	-.006390  	
0000019.8	 .005214  	-.006478  	
0000020.0	 .005174  	-.006512  	
0000020.2	 .005169  	-.006526  	
0000020.4	 .005223  	-.006516  	
0000020.6	 .005273  	-.006490  	
0000020.8	 .005268  	-.006471  	
0000021.0	 .005231  	-.006505  	
0000021.2	 .005136  	-.006504  	
0000021.4	 .005082  	-.006490  	
0000021.6	 .005112  	-.006471  	
0000021.8	 .005123  	-.006443  	
0000022.0	 .005169  	-.006454  	
0000022.2	 .005152  	-.006540  	
0000022.4	 .005073  	-.006521  	
0000022.6	 .004987  	-.006505  	
0000022.8	 .004933  	-.006481  	
0000023.0	 .004925  	-.006483  	
0000023.2	 .004959  	-.006473  	
0000023.4	 .004985  	-.006505  	
0000023.6	 .004982  	-.006514  	
0000023.8	 .004983  	-.006487  	
0000024.0	 .005042  	-.006433  	
0000024.2	 .005028  	-.006393  	
0000024.4	 .005038  	-.006356  	
0000024.6	 .005025  	-.006368  	
0000024.8	 .004973  	-.006359  	
0000025.0	 .004951  	-.006347  	
0000025.2	 .005023  	-.006347  	
0000025.4	 .005028  	-.006359  	
0000025.6	 .005043  	-.006361  	
0000025.8	 .005001  	-.006371  	
0000026.0	 .004928  	-.006362  	
0000026.2	 .004876  	-.006328  	
0000026.4	 .004935  	-.006287  	
0000026.6	 .004959  	-.006249  	
0000026.8	 .005011  	-.006266  	
0000027.0	 .004959  	-.006285  	
0000027.2	 .004899  	-.006307  	
0000027.4	 .004869  	-.006323  	
0000027.6	 .004904  	-.006323  	
0000027.8	 .004883  	-.006301  	
0000028.0	 .004856  	-.006354  	
0000028.2	 .004737  	-.006385  	
0000028.4	 .004716  	-.006352  	
0000028.6	 .004704  	-.006321  	
0000028.8	 .004742  	-.006292  	
0000029.0	 .004763  	-.006258  	
0000029.2	 .004818  	-.006304  	
0000029.4	 .004770  	-.006345  	
0000029.6	 .004711  	-.006332  	
0000029.8	 .004715  	-.006273  	
0000030.0	 .004763  	-.006254  	
0000030.2	 .004768  	-.006225  	
0000030.4	 .004799  	-.006238  	
0000030.6	 .004728  	-.006266  	
0000030.8	 .004668  	-.006228  	
0000031.0	 .004663  	-.006197  	
0000031.2	 .004677  	-.006207  	
0000031.4	 .004659  	-.006232  	
0000031.6	 .004644  	-.006297  	
0000031.8	 .004563  	-.006331  	
0000032.0	 .004480  	-.006320  	
0000032.2	 .004506  	-.006252  	
0000032.4	 .004561  	-.006225  	
0000032.6	 .004590  	-.006211  	
0000032.8	 .004616  	-.006266  	
0000033.0	 .004556  	-.006301  	
0000033.2	 .004491  	-.006316  	
0000033.4	 .004484  	-.006301  	
0000033.6	 .004491  	-.006283  	
0000033.8	 .004525  	-.006268  	
0000034.0	 .004539  	-.006285  	
0000034.2	 .004501  	-.006235  	
0000034.4	 .004491  	-.006219  	
0000034.6	 .004520  	-.006220  	
0000034.8	 .004525  	-.006218  	
0000035.0	 .004532  	-.006202  	
0000035.2	 .004491  	-.006261  	
0000035.4	 .004396  	-.006268  	
0000035.6	 .004346  	-.006228  	
0000035.8	 .004398  	-.006173  	
0000036.0	 .004420  	-.006192  	
0000036.2	 .004467  	-.006187  	
0000036.4	 .004475  	-.006161  	
0000036.6	 .004401  	-.006159  	
0000036.8	 .004332  	-.006118  	
0000037.0	 .004370  	-.006096  	
0000037.2	 .004353  	-.006085  	
0000037.4	 .004375  	-.006063  	
0000037.6	 .004374  	-.006080  	
0000037.8	 .004351  	-.006045  	
0000038.0	 .004325  	-.005999  	
0000038.2	 .004377  	-.005975  	
0000038.4	 .004382  	-.005966  	
0000038.6	 .004392  	-.005989  	
0000038.8	 .004355  	-.006020  	
0000039.0	 .004310  	-.006015  	
0000039.2	 .004289  	-.005968  	
0000039.4	 .004351  	-.005929  	
0000039.6	 .004367  	-.005932  	
0000039.8	 .004410  	-.005949  	
0000040.0	 .004363  	-.005963  	
0000040.2	 .004292  	-.005918  	
0000040.4	 .004287  	-.005913  	
0000040.6	 .004337  	-.005916  	
0000040.8	 .004342  	-.005901  	
0000041.0	 .004396  	-.005918  	
0000041.2	 .004339  	-.005934  	
0000041.4	 .004277  	-.005952  	
0000041.6	 .004253  	-.005965  	
0000041.8	 .004287  	-.005990  	
0000042.0	 .004208  	-.005999  	
0000042.2	 .004134  	-.006035  	
0000042.4	 .004084  	-.006053  	
0000042.6	 .004015  	-.006018  	
0000042.8	 .004044  	-.005956  	
