Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .078260  	 .009190  	
0000000.4	 .078263  	 .009176  	
0000000.6	 .078282  	 .009148  	
0000000.8	 .078263  	 .009124  	
0000001.0	 .078235  	 .009115  	
0000001.2	 .078225  	 .009107  	
0000001.4	 .078280  	 .009107  	
0000001.6	 .078330  	 .009117  	
0000001.8	 .078382  	 .009112  	
0000002.0	 .078408  	 .009100  	
0000002.2	 .078477  	 .009084  	
0000002.4	 .078535  	 .009081  	
0000002.6	 .078554  	 .009084  	
0000002.8	 .078545  	 .009071  	
0000003.0	 .078563  	 .009038  	
0000003.2	 .078561  	 .009000  	
0000003.4	 .078549  	 .009000  	
0000003.6	 .078573  	 .008988  	
0000003.8	 .078587  	 .009004  	
0000004.0	 .078611  	 .009015  	
0000004.2	 .078666  	 .009027  	
0000004.4	 .078668  	 .008996  	
0000004.6	 .078678  	 .008985  	
0000004.8	 .078706  	 .008981  	
0000005.0	 .078740  	 .008991  	
0000005.2	 .078761  	 .008954  	
0000005.4	 .078756  	 .008942  	
0000005.6	 .078769  	 .008936  	
0000005.8	 .078771  	 .008922  	
0000006.0	 .078806  	 .008929  	
0000006.2	 .078876  	 .008948  	
0000006.4	 .078899  	 .008945  	
0000006.6	 .078937  	 .008941  	
0000006.8	 .078942  	 .008933  	
0000007.0	 .078921  	 .008907  	
0000007.2	 .078919  	 .008866  	
0000007.4	 .078949  	 .008848  	
0000007.6	 .078971  	 .008842  	
0000007.8	 .078988  	 .008852  	
0000008.0	 .079024  	 .008862  	
0000008.2	 .079059  	 .008873  	
0000008.4	 .079121  	 .008862  	
0000008.6	 .079169  	 .008867  	
0000008.8	 .079197  	 .008864  	
0000009.0	 .079195  	 .008842  	
0000009.2	 .079200  	 .008792  	
0000009.4	 .079193  	 .008771  	
0000009.6	 .079215  	 .008771  	
0000009.8	 .079214  	 .008780  	
0000010.0	 .079209  	 .008783  	
0000010.2	 .079264  	 .008783  	
0000010.4	 .079293  	 .008757  	
0000010.6	 .079305  	 .008764  	
0000010.8	 .079331  	 .008745  	
0000011.0	 .079367  	 .008726  	
0000011.2	 .079346  	 .008714  	
0000011.4	 .079355  	 .008702  	
0000011.6	 .079343  	 .008671  	
0000011.8	 .079343  	 .008659  	
0000012.0	 .079398  	 .008652  	
0000012.2	 .079441  	 .008657  	
0000012.4	 .079467  	 .008644  	
0000012.6	 .079486  	 .008633  	
0000012.8	 .079508  	 .008600  	
0000013.0	 .079501  	 .008568  	
0000013.2	 .079538  	 .008557  	
0000013.4	 .079596  	 .008549  	
0000013.6	 .079618  	 .008545  	
0000013.8	 .079658  	 .008528  	
0000014.0	 .079648  	 .008509  	
0000014.2	 .079643  	 .008480  	
0000014.4	 .079665  	 .008482  	
0000014.6	 .079698  	 .008459  	
0000014.8	 .079710  	 .008442  	
0000015.0	 .079746  	 .008433  	
0000015.2	 .079770  	 .008416  	
0000015.4	 .079761  	 .008404  	
0000015.6	 .079782  	 .008373  	
0000015.8	 .079793  	 .008363  	
0000016.0	 .079796  	 .008349  	
0000016.2	 .079823  	 .008337  	
0000016.4	 .079865  	 .008287  	
0000016.6	 .079851  	 .008251  	
0000016.8	 .079879  	 .008256  	
0000017.0	 .079920  	 .008228  	
0000017.2	 .079930  	 .008242  	
0000017.4	 .079978  	 .008225  	
0000017.6	 .080015  	 .008211  	
0000017.8	 .080037  	 .008189  	
0000018.0	 .080063  	 .008172  	
0000018.2	 .080104  	 .008151  	
0000018.4	 .080106  	 .008132  	
0000018.6	 .080134  	 .008127  	
0000018.8	 .080158  	 .008099  	
0000019.0	 .080154  	 .008075  	
0000019.2	 .080159  	 .008067  	
0000019.4	 .080211  	 .008059  	
0000019.6	 .080233  	 .008041  	
0000019.8	 .080258  	 .008020  	
0000020.0	 .080273  	 .008010  	
0000020.2	 .080266  	 .007992  	
0000020.4	 .080299  	 .007951  	
0000020.6	 .080327  	 .007923  	
0000020.8	 .080342  	 .007929  	
0000021.0	 .080361  	 .007898  	
0000021.2	 .080361  	 .007880  	
0000021.4	 .080392  	 .007856  	
0000021.6	 .080447  	 .007873  	
0000021.8	 .080473  	 .007846  	
0000022.0	 .080487  	 .007827  	
0000022.2	 .080509  	 .007803  	
0000022.4	 .080535  	 .007775  	
0000022.6	 .080547  	 .007758  	
0000022.8	 .080569  	 .007738  	
0000023.0	 .080599  	 .007718  	
0000023.2	 .080609  	 .007708  	
0000023.4	 .080630  	 .007687  	
0000023.6	 .080671  	 .007660  	
0000023.8	 .080664  	 .007639  	
0000024.0	 .080656  	 .007634  	
0000024.2	 .080690  	 .007605  	
0000024.4	 .080671  	 .007593  	
0000024.6	 .080738  	 .007579  	
0000024.8	 .080749  	 .007572  	
0000025.0	 .080769  	 .007560  	
0000025.2	 .080814  	 .007546  	
0000025.4	 .080830  	 .007515  	
0000025.6	 .080842  	 .007507  	
0000025.8	 .080848  	 .007498  	
0000026.0	 .080876  	 .007467  	
0000026.2	 .080871  	 .007412  	
0000026.4	 .080892  	 .007389  	
0000026.6	 .080936  	 .007374  	
0000026.8	 .080919  	 .007362  	
0000027.0	 .080950  	 .007314  	
0000027.2	 .080983  	 .007293  	
0000027.4	 .080983  	 .007281  	
0000027.6	 .081012  	 .007285  	
0000027.8	 .081050  	 .007262  	
0000028.0	 .081066  	 .007233  	
0000028.2	 .081062  	 .007209  	
0000028.4	 .081069  	 .007169  	
0000028.6	 .081062  	 .007131  	
0000028.8	 .081069  	 .007126  	
0000029.0	 .081139  	 .007123  	
0000029.2	 .081152  	 .007117  	
0000029.4	 .081198  	 .007088  	
0000029.6	 .081213  	 .007052  	
0000029.8	 .081222  	 .007036  	
0000030.0	 .081227  	 .006997  	
0000030.2	 .081263  	 .006952  	
0000030.4	 .081260  	 .006928  	
0000030.6	 .081313  	 .006914  	
0000030.8	 .081363  	 .006886  	
0000031.0	 .081374  	 .006866  	
0000031.2	 .081400  	 .006849  	
0000031.4	 .081417  	 .006821  	
0000031.6	 .081396  	 .006807  	
0000031.8	 .081434  	 .006773  	
0000032.0	 .081467  	 .006740  	
0000032.2	 .081480  	 .006728  	
0000032.4	 .081503  	 .006704  	
0000032.6	 .081513  	 .006659  	
0000032.8	 .081517  	 .006635  	
0000033.0	 .081553  	 .006604  	
0000033.2	 .081573  	 .006565  	
0000033.4	 .081593  	 .006537  	
0000033.6	 .081605  	 .006499  	
0000033.8	 .081617  	 .006468  	
0000034.0	 .081613  	 .006451  	
0000034.2	 .081658  	 .006440  	
0000034.4	 .081682  	 .006418  	
0000034.6	 .081715  	 .006406  	
0000034.8	 .081779  	 .006382  	
0000035.0	 .081816  	 .006349  	
