Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .028543  	 .086018  	
0000000.4	 .028545  	 .086064  	
0000000.6	 .028529  	 .085907  	
0000000.8	 .028495  	 .085833  	
0000001.0	 .028486  	 .085890  	
0000001.2	 .028445  	 .085945  	
0000001.4	 .028431  	 .085988  	
0000001.6	 .028415  	 .086062  	
0000001.8	 .028419  	 .085892  	
0000002.0	 .028415  	 .085835  	
0000002.2	 .028386  	 .085900  	
0000002.4	 .028396  	 .085950  	
0000002.6	 .028388  	 .086021  	
0000002.8	 .028374  	 .086078  	
0000003.0	 .028347  	 .085886  	
0000003.2	 .028319  	 .085828  	
0000003.4	 .028319  	 .085886  	
0000003.6	 .028304  	 .085943  	
0000003.8	 .028283  	 .085987  	
0000004.0	 .028266  	 .086055  	
0000004.2	 .028226  	 .085873  	
0000004.4	 .028221  	 .085816  	
0000004.6	 .028216  	 .085875  	
0000004.8	 .028216  	 .085914  	
0000005.0	 .028200  	 .085976  	
0000005.2	 .028157  	 .086050  	
0000005.4	 .028145  	 .085871  	
0000005.6	 .028129  	 .085835  	
0000005.8	 .028119  	 .085897  	
0000006.0	 .028102  	 .085931  	
0000006.2	 .028066  	 .085976  	
0000006.4	 .028052  	 .086043  	
0000006.6	 .028031  	 .085886  	
0000006.8	 .028009  	 .085821  	
0000007.0	 .028014  	 .085852  	
0000007.2	 .028011  	 .085918  	
0000007.4	 .027987  	 .085954  	
0000007.6	 .027971  	 .086018  	
0000007.8	 .027935  	 .085838  	
0000008.0	 .027894  	 .085742  	
0000008.2	 .027876  	 .085756  	
0000008.4	 .027856  	 .085816  	
0000008.6	 .027847  	 .085890  	
0000008.8	 .027847  	 .085950  	
0000009.0	 .027835  	 .085790  	
0000009.2	 .027814  	 .085711  	
0000009.4	 .027790  	 .085721  	
0000009.6	 .027792  	 .085778  	
0000009.8	 .027752  	 .085814  	
0000010.0	 .027723  	 .085875  	
0000010.2	 .027692  	 .085725  	
0000010.4	 .027652  	 .085652  	
0000010.6	 .027661  	 .085700  	
0000010.8	 .027666  	 .085790  	
0000011.0	 .027642  	 .085830  	
0000011.2	 .027630  	 .085895  	
0000011.4	 .027599  	 .085735  	
0000011.6	 .027571  	 .085647  	
0000011.8	 .027549  	 .085661  	
0000012.0	 .027546  	 .085713  	
0000012.2	 .027534  	 .085752  	
0000012.4	 .027509  	 .085807  	
0000012.6	 .027506  	 .085706  	
0000012.8	 .027492  	 .085663  	
0000013.0	 .027491  	 .085692  	
0000013.2	 .027478  	 .085768  	
0000013.4	 .027444  	 .085762  	
0000013.6	 .027432  	 .085802  	
0000013.8	 .027422  	 .085685  	
0000014.0	 .027398  	 .085599  	
0000014.2	 .027394  	 .085604  	
0000014.4	 .027390  	 .085723  	
0000014.6	 .027401  	 .085776  	
0000014.8	 .027401  	 .085832  	
0000015.0	 .027380  	 .085716  	
0000015.2	 .027327  	 .085611  	
0000015.4	 .027304  	 .085609  	
0000015.6	 .027301  	 .085687  	
0000015.8	 .027305  	 .085752  	
0000016.0	 .027317  	 .085835  	
0000016.2	 .027315  	 .085716  	
0000016.4	 .027266  	 .085630  	
0000016.6	 .027260  	 .085642  	
0000016.8	 .027255  	 .085719  	
0000017.0	 .027246  	 .085737  	
0000017.2	 .027223  	 .085763  	
0000017.4	 .027187  	 .085664  	
0000017.6	 .027151  	 .085582  	
0000017.8	 .027139  	 .085611  	
0000018.0	 .027146  	 .085689  	
0000018.2	 .027141  	 .085702  	
0000018.4	 .027124  	 .085754  	
0000018.6	 .027108  	 .085647  	
0000018.8	 .027068  	 .085583  	
0000019.0	 .027089  	 .085573  	
0000019.2	 .027074  	 .085633  	
0000019.4	 .027039  	 .085658  	
0000019.6	 .026996  	 .085731  	
0000019.8	 .027006  	 .085663  	
0000020.0	 .026965  	 .085585  	
0000020.2	 .026960  	 .085570  	
0000020.4	 .026948  	 .085654  	
0000020.6	 .026901  	 .085663  	
0000020.8	 .026898  	 .085721  	
0000021.0	 .026882  	 .085647  	
0000021.2	 .026846  	 .085540  	
0000021.4	 .026843  	 .085528  	
0000021.6	 .026843  	 .085618  	
0000021.8	 .026848  	 .085628  	
0000022.0	 .026833  	 .085701  	
0000022.2	 .026813  	 .085592  	
0000022.4	 .026760  	 .085485  	
0000022.6	 .026724  	 .085475  	
0000022.8	 .026734  	 .085575  	
0000023.0	 .026739  	 .085621  	
0000023.2	 .026733  	 .085692  	
0000023.4	 .026724  	 .085592  	
0000023.6	 .026667  	 .085497  	
0000023.8	 .026652  	 .085480  	
0000024.0	 .026631  	 .085594  	
0000024.2	 .026609  	 .085611  	
0000024.4	 .026596  	 .085666  	
0000024.6	 .026586  	 .085602  	
0000024.8	 .026546  	 .085496  	
0000025.0	 .026550  	 .085506  	
0000025.2	 .026534  	 .085597  	
0000025.4	 .026531  	 .085597  	
