Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .059154  	-.182350  	
0000000.4	 .059263  	-.182393  	
0000000.6	 .059363  	-.182419  	
0000000.8	 .059463  	-.182445  	
0000001.0	 .059543  	-.182489  	
0000001.2	 .059559  	-.182512  	
0000001.4	 .059540  	-.182524  	
0000001.6	 .059583  	-.182565  	
0000001.8	 .059671  	-.182569  	
0000002.0	 .059749  	-.182538  	
0000002.2	 .059834  	-.182521  	
0000002.4	 .059819  	-.182524  	
0000002.6	 .059823  	-.182558  	
0000002.8	 .059864  	-.182548  	
0000003.0	 .059904  	-.182548  	
0000003.2	 .059907  	-.182577  	
0000003.4	 .059876  	-.182610  	
0000003.6	 .059819  	-.182589  	
0000003.8	 .059814  	-.182603  	
0000004.0	 .059902  	-.182624  	
0000004.2	 .059938  	-.182615  	
0000004.4	 .059938  	-.182579  	
0000004.6	 .059955  	-.182540  	
0000004.8	 .059919  	-.182498  	
0000005.0	 .059934  	-.182503  	
0000005.2	 .059988  	-.182507  	
0000005.4	 .060069  	-.182524  	
0000005.6	 .060096  	-.182540  	
0000005.8	 .060138  	-.182540  	
0000006.0	 .060093  	-.182558  	
0000006.2	 .060108  	-.182601  	
0000006.4	 .060146  	-.182589  	
0000006.6	 .060208  	-.182643  	
0000006.8	 .060265  	-.182676  	
0000007.0	 .060275  	-.182638  	
0000007.2	 .060250  	-.182658  	
0000007.4	 .060248  	-.182684  	
0000007.6	 .060298  	-.182698  	
0000007.8	 .060294  	-.182698  	
0000008.0	 .060269  	-.182681  	
0000008.2	 .060253  	-.182667  	
0000008.4	 .060207  	-.182646  	
0000008.6	 .060202  	-.182624  	
0000008.8	 .060177  	-.182613  	
0000009.0	 .060164  	-.182545  	
0000009.2	 .060141  	-.182515  	
0000009.4	 .060155  	-.182527  	
0000009.6	 .060098  	-.182486  	
0000009.8	 .060101  	-.182491  	
0000010.0	 .060140  	-.182567  	
0000010.2	 .060191  	-.182617  	
0000010.4	 .060184  	-.182631  	
0000010.6	 .060136  	-.182667  	
0000010.8	 .060067  	-.182727  	
0000011.0	 .060089  	-.182772  	
0000011.2	 .060167  	-.182807  	
0000011.4	 .060167  	-.182798  	
0000011.6	 .060183  	-.182779  	
0000011.8	 .060160  	-.182770  	
0000012.0	 .060114  	-.182769  	
0000012.2	 .060112  	-.182774  	
0000012.4	 .060117  	-.182772  	
0000012.6	 .060136  	-.182753  	
0000012.8	 .060120  	-.182736  	
0000013.0	 .060108  	-.182774  	
0000013.2	 .060022  	-.182848  	
0000013.4	 .060009  	-.182853  	
0000013.6	 .060012  	-.182844  	
0000013.8	 .060048  	-.182827  	
0000014.0	 .060033  	-.182863  	
0000014.2	 .059990  	-.182906  	
0000014.4	 .059981  	-.182915  	
0000014.6	 .060009  	-.182911  	
0000014.8	 .060091  	-.182908  	
0000015.0	 .060079  	-.182931  	
0000015.2	 .060096  	-.182932  	
0000015.4	 .060055  	-.182920  	
0000015.6	 .060048  	-.182970  	
0000015.8	 .060083  	-.183001  	
0000016.0	 .060132  	-.183017  	
0000016.2	 .060134  	-.183032  	
0000016.4	 .060150  	-.183041  	
0000016.6	 .060121  	-.183048  	
0000016.8	 .060112  	-.183065  	
0000017.0	 .060208  	-.183051  	
0000017.2	 .060303  	-.183035  	
0000017.4	 .060388  	-.183015  	
0000017.6	 .060403  	-.183056  	
0000017.8	 .060341  	-.183113  	
0000018.0	 .060325  	-.183170  	
0000018.2	 .060386  	-.183187  	
0000018.4	 .060458  	-.183201  	
0000018.6	 .060441  	-.183194  	
0000018.8	 .060453  	-.183201  	
0000019.0	 .060455  	-.183220  	
0000019.2	 .060543  	-.183244  	
0000019.4	 .060596  	-.183223  	
0000019.6	 .060651  	-.183218  	
