Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .070043  	-.007611  	
0000000.4	 .070171  	-.007644  	
0000000.6	 .070190  	-.007680  	
0000000.8	 .070136  	-.007734  	
0000001.0	 .070057  	-.007771  	
0000001.2	 .069997  	-.007804  	
0000001.4	 .069990  	-.007852  	
0000001.6	 .070071  	-.007880  	
0000001.8	 .070118  	-.007883  	
0000002.0	 .070133  	-.007928  	
0000002.2	 .070150  	-.007939  	
0000002.4	 .070145  	-.007987  	
0000002.6	 .070137  	-.008045  	
0000002.8	 .070214  	-.008119  	
0000003.0	 .070226  	-.008152  	
0000003.2	 .070178  	-.008175  	
0000003.4	 .070138  	-.008202  	
0000003.6	 .070168  	-.008193  	
0000003.8	 .070221  	-.008214  	
0000004.0	 .070350  	-.008250  	
0000004.2	 .070362  	-.008290  	
0000004.4	 .070300  	-.008326  	
0000004.6	 .070269  	-.008390  	
0000004.8	 .070233  	-.008423  	
0000005.0	 .070242  	-.008445  	
0000005.2	 .070359  	-.008474  	
0000005.4	 .070428  	-.008478  	
0000005.6	 .070400  	-.008474  	
0000005.8	 .070342  	-.008512  	
0000006.0	 .070302  	-.008541  	
0000006.2	 .070302  	-.008581  	
0000006.4	 .070373  	-.008634  	
0000006.6	 .070412  	-.008678  	
0000006.8	 .070357  	-.008702  	
0000007.0	 .070279  	-.008733  	
0000007.2	 .070252  	-.008762  	
0000007.4	 .070247  	-.008798  	
0000007.6	 .070311  	-.008838  	
0000007.8	 .070391  	-.008877  	
0000008.0	 .070333  	-.008934  	
0000008.2	 .070292  	-.008960  	
0000008.4	 .070286  	-.009006  	
0000008.6	 .070312  	-.009038  	
0000008.8	 .070381  	-.009067  	
0000009.0	 .070446  	-.009091  	
0000009.2	 .070391  	-.009117  	
0000009.4	 .070350  	-.009162  	
0000009.6	 .070331  	-.009210  	
0000009.8	 .070355  	-.009241  	
0000010.0	 .070457  	-.009270  	
0000010.2	 .070574  	-.009246  	
0000010.4	 .070531  	-.009266  	
0000010.6	 .070466  	-.009308  	
0000010.8	 .070412  	-.009370  	
0000011.0	 .070398  	-.009401  	
0000011.2	 .070485  	-.009454  	
0000011.4	 .070595  	-.009483  	
0000011.6	 .070547  	-.009499  	
0000011.8	 .070510  	-.009532  	
0000012.0	 .070491  	-.009577  	
0000012.2	 .070490  	-.009618  	
0000012.4	 .070543  	-.009664  	
0000012.6	 .070629  	-.009716  	
0000012.8	 .070550  	-.009751  	
0000013.0	 .070496  	-.009773  	
0000013.2	 .070493  	-.009811  	
0000013.4	 .070512  	-.009828  	
0000013.6	 .070602  	-.009866  	
0000013.8	 .070684  	-.009904  	
0000014.0	 .070612  	-.009937  	
0000014.2	 .070512  	-.009964  	
0000014.4	 .070443  	-.010014  	
0000014.6	 .070423  	-.010045  	
0000014.8	 .070515  	-.010087  	
0000015.0	 .070660  	-.010126  	
0000015.2	 .070665  	-.010118  	
0000015.4	 .070590  	-.010112  	
0000015.6	 .070508  	-.010152  	
0000015.8	 .070481  	-.010188  	
0000016.0	 .070565  	-.010226  	
0000016.2	 .070650  	-.010266  	
0000016.4	 .070626  	-.010285  	
0000016.6	 .070624  	-.010312  	
0000016.8	 .070608  	-.010340  	
0000017.0	 .070605  	-.010366  	
0000017.2	 .070679  	-.010381  	
0000017.4	 .070789  	-.010407  	
0000017.6	 .070763  	-.010405  	
0000017.8	 .070708  	-.010429  	
0000018.0	 .070683  	-.010462  	
0000018.2	 .070691  	-.010543  	
0000018.4	 .070770  	-.010584  	
0000018.6	 .070876  	-.010614  	
0000018.8	 .070834  	-.010594  	
0000019.0	 .070820  	-.010591  	
0000019.2	 .070782  	-.010595  	
0000019.4	 .070774  	-.010663  	
0000019.6	 .070817  	-.010706  	
0000019.8	 .070906  	-.010743  	
0000020.0	 .070881  	-.010791  	
0000020.2	 .070860  	-.010831  	
0000020.4	 .070757  	-.010858  	
0000020.6	 .070619  	-.010930  	
0000020.8	 .070584  	-.010953  	
0000021.0	 .070698  	-.010965  	
0000021.2	 .070679  	-.010972  	
0000021.4	 .070713  	-.010977  	
0000021.6	 .070714  	-.010996  	
0000021.8	 .070733  	-.011036  	
0000022.0	 .070764  	-.011099  	
0000022.2	 .070853  	-.011127  	
0000022.4	 .070795  	-.011154  	
0000022.6	 .070784  	-.011166  	
0000022.8	 .070786  	-.011168  	
0000023.0	 .070803  	-.011194  	
0000023.2	 .070853  	-.011249  	
0000023.4	 .070972  	-.011263  	
0000023.6	 .070925  	-.011290  	
0000023.8	 .070891  	-.011315  	
0000024.0	 .070874  	-.011325  	
0000024.2	 .070869  	-.011340  	
0000024.4	 .070906  	-.011384  	
0000024.6	 .071036  	-.011411  	
0000024.8	 .070998  	-.011438  	
0000025.0	 .070968  	-.011469  	
0000025.2	 .070949  	-.011497  	
0000025.4	 .070922  	-.011511  	
0000025.6	 .070918  	-.011544  	
0000025.8	 .071010  	-.011557  	
0000026.0	 .071008  	-.011540  	
0000026.2	 .070993  	-.011547  	
0000026.4	 .070977  	-.011554  	
0000026.6	 .070953  	-.011593  	
0000026.8	 .070941  	-.011638  	
0000027.0	 .071031  	-.011680  	
0000027.2	 .070996  	-.011678  	
0000027.4	 .070960  	-.011683  	
0000027.6	 .070969  	-.011690  	
0000027.8	 .071011  	-.011721  	
0000028.0	 .071044  	-.011756  	
0000028.2	 .071151  	-.011802  	
0000028.4	 .071134  	-.011823  	
0000028.6	 .071093  	-.011845  	
0000028.8	 .071039  	-.011867  	
0000029.0	 .071061  	-.011902  	
0000029.2	 .071068  	-.011945  	
0000029.4	 .071185  	-.011967  	
0000029.6	 .071201  	-.011964  	
0000029.8	 .071186  	-.011966  	
0000030.0	 .071137  	-.011952  	
0000030.2	 .071103  	-.011983  	
0000030.4	 .071056  	-.012016  	
0000030.6	 .071108  	-.012057  	
0000030.8	 .071068  	-.012103  	
0000031.0	 .071055  	-.012129  	
0000031.2	 .071036  	-.012136  	
0000031.4	 .071082  	-.012143  	
0000031.6	 .071118  	-.012160  	
0000031.8	 .071239  	-.012178  	
0000032.0	 .071247  	-.012196  	
0000032.2	 .071222  	-.012190  	
0000032.4	 .071177  	-.012205  	
0000032.6	 .071205  	-.012248  	
0000032.8	 .071237  	-.012291  	
0000033.0	 .071335  	-.012310  	
0000033.2	 .071308  	-.012331  	
0000033.4	 .071275  	-.012320  	
0000033.6	 .071273  	-.012322  	
0000033.8	 .071282  	-.012336  	
0000034.0	 .071306  	-.012357  	
0000034.2	 .071430  	-.012386  	
0000034.4	 .071421  	-.012438  	
0000034.6	 .071346  	-.012465  	
0000034.8	 .071282  	-.012468  	
0000035.0	 .071251  	-.012481  	
0000035.2	 .071266  	-.012491  	
0000035.4	 .071375  	-.012484  	
0000035.6	 .071399  	-.012489  	
0000035.8	 .071378  	-.012501  	
0000036.0	 .071330  	-.012510  	
0000036.2	 .071268  	-.012556  	
0000036.4	 .071260  	-.012622  	
