Time / s	[chan  0]    	[chan  1]    	
0000000.2	 .076580  	 .009034  	
0000000.4	 .076568  	 .008996  	
0000000.6	 .076542  	 .008976  	
0000000.8	 .076487  	 .008938  	
0000001.0	 .076446  	 .008938  	
0000001.2	 .076511  	 .008950  	
0000001.4	 .076575  	 .008981  	
0000001.6	 .076610  	 .008993  	
0000001.8	 .076637  	 .009002  	
0000002.0	 .076603  	 .008996  	
0000002.2	 .076578  	 .008967  	
0000002.4	 .076618  	 .008950  	
0000002.6	 .076675  	 .008940  	
0000002.8	 .076684  	 .008926  	
0000003.0	 .076680  	 .008917  	
0000003.2	 .076680  	 .008938  	
0000003.4	 .076690  	 .008957  	
0000003.6	 .076749  	 .008954  	
0000003.8	 .076782  	 .008948  	
0000004.0	 .076804  	 .008922  	
0000004.2	 .076752  	 .008883  	
0000004.4	 .076699  	 .008860  	
0000004.6	 .076690  	 .008855  	
0000004.8	 .076708  	 .008840  	
0000005.0	 .076733  	 .008850  	
0000005.2	 .076761  	 .008859  	
0000005.4	 .076790  	 .008879  	
0000005.6	 .076742  	 .008862  	
0000005.8	 .076727  	 .008831  	
0000006.0	 .076751  	 .008776  	
0000006.2	 .076735  	 .008745  	
0000006.4	 .076706  	 .008714  	
0000006.6	 .076668  	 .008723  	
0000006.8	 .076651  	 .008738  	
0000007.0	 .076622  	 .008749  	
0000007.2	 .076687  	 .008771  	
0000007.4	 .076765  	 .008761  	
0000007.6	 .076745  	 .008731  	
0000007.8	 .076701  	 .008693  	
0000008.0	 .076637  	 .008668  	
0000008.2	 .076561  	 .008616  	
0000008.4	 .076563  	 .008585  	
0000008.6	 .076625  	 .008618  	
0000008.8	 .076706  	 .008659  	
0000009.0	 .076723  	 .008686  	
0000009.2	 .076711  	 .008690  	
0000009.4	 .076701  	 .008683  	
0000009.6	 .076751  	 .008638  	
0000009.8	 .076747  	 .008595  	
0000010.0	 .076735  	 .008561  	
0000010.2	 .076730  	 .008544  	
0000010.4	 .076683  	 .008535  	
0000010.6	 .076661  	 .008516  	
0000010.8	 .076733  	 .008535  	
0000011.0	 .076818  	 .008509  	
0000011.2	 .076804  	 .008485  	
0000011.4	 .076768  	 .008445  	
0000011.6	 .076708  	 .008430  	
0000011.8	 .076666  	 .008419  	
0000012.0	 .076690  	 .008404  	
0000012.2	 .076730  	 .008404  	
0000012.4	 .076764  	 .008409  	
0000012.6	 .076756  	 .008420  	
0000012.8	 .076678  	 .008409  	
0000013.0	 .076637  	 .008408  	
0000013.2	 .076670  	 .008390  	
0000013.4	 .076671  	 .008345  	
0000013.6	 .076666  	 .008318  	
0000013.8	 .076661  	 .008301  	
0000014.0	 .076616  	 .008276  	
0000014.2	 .076575  	 .008268  	
0000014.4	 .076620  	 .008261  	
0000014.6	 .076675  	 .008240  	
